0,0.596,0.006,0.53,0.724,0.748,0.641,0.053,0.658,0.794,0.105,0.308,0.801
1,0.555,0.428,0.038,0.778,0.658,0.785,0.319,0.303,0.33,0.286,0.324,0.295
1,0.255,0.39,0.252,0.495,0.656,0.007,0.328,0.252,0.318,0.239,0.303,0.443
1,0.248,0.68,0.787,0.342,0.145,0.806,0.768,0.308,0.658,0.485,0.788,0.787
1,0.308,0.286,0.068,0.392,0.448,0.56,0.598,0.38,0.807,0.788,0.801,0.798
1,0.485,0.719,0.464,0.121,0.641,0.13,0.038,0.75,0.547,0.145,0.385,0.663
0,0.701,0.598,0.212,0.01,0.025,0.57,0.598,0.485,0.472,0.113,0.53,0.065
0,0.227,0.26,0.494,0.785,0.113,0.806,0.308,0.497,0.797,0.658,0.392,0.786
0,0.494,0.248,0.53,0.145,0.658,0.428,0.149,0.445,0.706,0.334,0.646,0.381
0,0.113,0.302,0.195,0.145,0.385,0.787,0.461,0.801,0.003,0.385,0.373,0.121
0,0.308,0.479,0.645,0.132,0.113,0.598,0.053,0.658,0.794,0.105,0.308,0.801
1,0.212,0.748,0.445,0.145,0.248,0.798,0.151,0.645,0.006,0.798,0.658,0.796
0,0.212,0.801,0.395,0.68,0.798,0.385,0.786,0.719,0.555,0.645,0.497,0.091
1,0.799,0.045,0.036,0.658,0.464,0.797,0.308,0.658,0.645,0.145,0.494,0.801
0,0.248,0.308,0.465,0.485,0.645,0.785,0.701,0.784,0.645,0.497,0.785,0.149
0,0.801,0.472,0.806,0.08,0.798,0.645,0.645,0.485,0.423,0.798,0.381,0.797
0,0.565,0.707,0.445,0.774,0.685,0.56,0.303,0.748,0.784,0.494,0.472,0.036
0,0.276,0.232,0.304,0.546,0.081,0.299,0.089,0.785,0.303,0.465,0.641,0.195
1,0.658,0.801,0.13,0.806,0.53,0.796,0.445,0.637,0.785,0.212,0.49,0.359
1,0.462,0.127,0.645,0.801,0.286,0.658,0.065,0.306,0.534,0.254,0.006,0.213
1,0.462,0.127,0.645,0.801,0.286,0.658,0.065,0.306,0.534,0.254,0.006,0.213
0,0.142,0.078,0.145,0.057,0.009,0.036,0.719,0.652,0.655,0.689,0.706,0.68
1,0.563,0.801,0.479,0.308,0.445,0.743,0.801,0.579,0.113,0.132,0.479,0.598
1,0.494,0.073,0.719,0.598,0.645,0.785,0.799,0.045,0.036,0.658,0.464,0.797
1,0.641,0.465,0.485,0.658,0.342,0.797,0.778,0.169,0.303,0.609,0.094,0.478
0,0.145,0.497,0.428,0.462,0.786,0.479,0.205,0.494,0.398,0.354,0.801,0.242
1,0.748,0.797,0.658,0.445,0.787,0.641,0.279,0.658,0.641,0.598,0.26,0.184
0,0.748,0.485,0.553,0.302,0.146,0.63,0.302,0.485,0.197,0.748,0.591,0.089
1,0.303,0.73,0.429,0.641,0.089,0.26,0.227,0.428,0.579,0.113,0.472,0.748
0,0.279,0.784,0.26,0.23,0.785,0.385,0.745,0.485,0.641,0.465,0.645,0.13
0,0.497,0.13,0.006,0.785,0.658,0.701,0.625,0.658,0.127,0.497,0.743,0.53
1,0.376,0.485,0.798,0.801,0.212,0.797,0.786,0.719,0.555,0.645,0.497,0.091
1,0.428,0.645,0.658,0.598,0.785,0.637,0.38,0.461,0.485,0.788,0.472,0.462
0,0.719,0.798,0.645,0.641,0.598,0.479,0.641,0.788,0.445,0.381,0.625,0.637
0,0.625,0.319,0.652,0.121,0.645,0.785,0.494,0.073,0.719,0.598,0.645,0.785
0,0.065,0.794,0.598,0.059,0.555,0.752,0.461,0.598,0.788,0.445,0.254,0.785
1,0.006,0.658,0.279,0.645,0.785,0.801,0.797,0.798,0.793,0.806,0.796,0.794
0,0.303,0.748,0.485,0.658,0.227,0.53,0.034,0.398,0.003,0.648,0.089,0.658
1,0.786,0.065,0.701,0.801,0.479,0.645,0.003,0.786,0.472,0.801,0.462,0.658
0,0.526,0.641,0.53,0.784,0.31,0.561,0.462,0.127,0.645,0.801,0.286,0.658
0,0.598,0.26,0.279,0.658,0.641,0.184,0.015,0.342,0.701,0.785,0.743,0.497
0,0.658,0.598,0.445,0.748,0.785,0.641,0.445,0.748,0.658,0.308,0.641,0.494
1,0.26,0.279,0.047,0.641,0.801,0.787,0.279,0.26,0.598,0.658,0.641,0.184
1,0.719,0.784,0.645,0.658,0.801,0.497,0.428,0.445,0.462,0.145,0.385,0.465
0,0.787,0.248,0.658,0.227,0.006,0.645,0.558,0.784,0.584,0.601,0.579,0.701
0,0.308,0.801,0.248,0.752,0.797,0.497,0.149,0.003,0.473,0.145,0.788,0.645
1,0.497,0.646,0.637,0.645,0.53,0.334,0.758,0.785,0.645,0.598,0.646,0.006
0,0.286,0.553,0.547,0.065,0.006,0.132,0.641,0.465,0.485,0.658,0.342,0.286
1,0.279,0.658,0.598,0.641,0.26,0.785,0.475,0.786,0.598,0.748,0.472,0.796
0,0.477,0.065,0.786,0.248,0.197,0.645,0.787,0.53,0.303,0.121,0.637,0.784
1,0.248,0.701,0.788,0.494,0.798,0.006,0.212,0.479,0.485,0.645,0.445,0.658
1,0.132,0.13,0.748,0.787,0.034,0.197,0.428,0.474,0.264,0.76,0.113,0.648
0,0.748,0.598,0.545,0.094,0.006,0.658,0.462,0.127,0.645,0.801,0.286,0.658
1,0.428,0.598,0.645,0.658,0.748,0.145,0.785,0.798,0.485,0.428,0.645,0.658
1,0.279,0.658,0.641,0.598,0.26,0.184,0.445,0.53,0.797,0.748,0.658,0.45
0,0.065,0.392,0.479,0.646,0.786,0.797,0.645,0.641,0.065,0.598,0.786,0.637
0,0.227,0.428,0.579,0.113,0.472,0.748,0.635,0.376,0.428,0.494,0.472,0.497
1,0.303,0.479,0.637,0.785,0.645,0.787,0.445,0.658,0.645,0.598,0.485,0.308
1,0.701,0.786,0.798,0.479,0.308,0.637,0.319,0.625,0.63,0.635,0.248,0.658
1,0.462,0.127,0.645,0.801,0.286,0.658,0.302,0.113,0.748,0.591,0.472,0.227
1,0.646,0.752,0.145,0.127,0.743,0.342,0.798,0.658,0.784,0.806,0.065,0.472
1,0.798,0.123,0.254,0.787,0.479,0.645,0.227,0.113,0.094,0.658,0.497,0.13
0,0.392,0.302,0.26,0.282,0.479,0.478,0.748,0.462,0.036,0.598,0.497,0.641
1,0.798,0.748,0.462,0.472,0.801,0.381,0.646,0.785,0.485,0.212,0.658,0.645
1,0.646,0.752,0.145,0.127,0.743,0.342,0.398,0.53,0.479,0.346,0.036,0.006
0,0.094,0.797,0.63,0.635,0.758,0.638,0.034,0.398,0.003,0.648,0.089,0.658
0,0.801,0.701,0.658,0.785,0.798,0.006,0.462,0.127,0.645,0.801,0.286,0.658
0,0.785,0.373,0.798,0.645,0.719,0.778,0.303,0.72,0.785,0.786,0.701,0.598
1,0.768,0.308,0.658,0.485,0.788,0.787,0.018,0.784,0.645,0.785,0.748,0.497
1,0.494,0.645,0.094,0.398,0.319,0.184,0.788,0.598,0.006,0.645,0.785,0.658
1,0.065,0.748,0.801,0.645,0.485,0.658,0.472,0.184,0.748,0.428,0.494,0.801
0,0.642,0.752,0.094,0.787,0.635,0.53,0.034,0.184,0.428,0.786,0.5,0.598
1,0.034,0.184,0.428,0.786,0.5,0.598,0.373,0.212,0.094,0.807,0.006,0.33
1,0.786,0.798,0.475,0.778,0.596,0.642,0.632,0.171,0.652,0.625,0.645,0.381
1,0.279,0.658,0.641,0.598,0.26,0.184,0.423,0.797,0.485,0.036,0.579,0.334
1,0.034,0.579,0.645,0.658,0.748,0.797,0.428,0.485,0.785,0.645,0.801,0.72
0,0.308,0.598,0.641,0.445,0.748,0.785,0.091,0.719,0.149,0.385,0.787,0.806
0,0.49,0.658,0.641,0.26,0.598,0.279,0.545,0.065,0.272,0.468,0.609,0.473
1,0.303,0.479,0.637,0.785,0.645,0.787,0.635,0.482,0.658,0.645,0.212,0.641
0,0.006,0.248,0.53,0.754,0.786,0.642,0.797,0.748,0.658,0.784,0.645,0.308
0,0.647,0.598,0.645,0.479,0.474,0.303,0.428,0.645,0.658,0.598,0.785,0.637
1,0.645,0.786,0.748,0.212,0.059,0.145,0.658,0.598,0.485,0.645,0.801,0.065
1,0.279,0.23,0.26,0.598,0.652,0.184,0.149,0.53,0.248,0.006,0.497,0.658
1,0.277,0.282,0.7,0.196,0.752,0.625,0.359,0.699,0.376,0.756,0.715,0.768
0,0.227,0.113,0.359,0.254,0.567,0.196,0.113,0.08,0.598,0.308,0.645,0.646
1,0.036,0.45,0.784,0.226,0.642,0.797,0.279,0.26,0.598,0.658,0.641,0.184
1,0.787,0.428,0.645,0.748,0.785,0.658,0.23,0.279,0.26,0.184,0.658,0.647
1,0.801,0.494,0.113,0.212,0.48,0.398,0.798,0.787,0.248,0.145,0.645,0.801
0,0.212,0.748,0.45,0.113,0.641,0.132,0.303,0.784,0.635,0.479,0.645,0.785
1,0.034,0.579,0.645,0.658,0.748,0.797,0.786,0.798,0.475,0.778,0.596,0.497
1,0.036,0.45,0.784,0.226,0.642,0.797,0.494,0.801,0.08,0.787,0.781,0.645
0,0.018,0.184,0.727,0.465,0.658,0.232,0.76,0.479,0.787,0.645,0.485,0.38
1,0.036,0.45,0.784,0.226,0.642,0.797,0.279,0.26,0.49,0.658,0.145,0.113
1,0.006,0.798,0.53,0.145,0.645,0.788,0.248,0.748,0.641,0.785,0.465,0.786
1,0.598,0.658,0.645,0.494,0.801,0.719,0.149,0.53,0.248,0.006,0.497,0.658
0,0.212,0.785,0.485,0.645,0.658,0.465,0.251,0.748,0.641,0.801,0.645,0.445
0,0.727,0.264,0.713,0.442,0.463,0.561,0.593,0.171,0.123,0.75,0.028,0.107
1,0.593,0.472,0.534,0.036,0.385,0.113,0.184,0.53,0.472,0.226,0.302,0.798
0,0.773,0.612,0.598,0.474,0.785,0.658,0.065,0.678,0.08,0.561,0.494,0.196
0,0.773,0.807,0.718,0.009,0.474,0.571,0.142,0.598,0.034,0.645,0.197,0.7
1,0.034,0.579,0.645,0.658,0.748,0.797,0.73,0.645,0.385,0.641,0.719,0.465
1,0.526,0.423,0.212,0.793,0.63,0.784,0.508,0.448,0.563,0.655,0.419,0.334
0,0.229,0.031,0.385,0.248,0.786,0.561,0.197,0.468,0.472,0.647,0.151,0.142
1,0.068,0.637,0.719,0.398,0.485,0.778,0.334,0.248,0.13,0.478,0.785,0.784
0,0.719,0.784,0.461,0.641,0.462,0.787,0.475,0.786,0.145,0.445,0.598,0.658
1,0.462,0.127,0.645,0.801,0.286,0.658,0.794,0.184,0.798,0.797,0.381,0.373
0,0.018,0.784,0.645,0.785,0.748,0.497,0.727,0.381,0.642,0.788,0.45,0.798
0,0.302,0.073,0.113,0.385,0.08,0.036,0.065,0.445,0.485,0.479,0.786,0.798
0,0.66,0.306,0.407,0.136,0.284,0.481,0.784,0.015,0.31,0.221,0.689,0.51
0,0.018,0.184,0.727,0.465,0.658,0.232,0.462,0.127,0.645,0.801,0.286,0.658
0,0.127,0.727,0.591,0.497,0.787,0.465,0.785,0.38,0.485,0.658,0.645,0.786
1,0.227,0.302,0.748,0.465,0.797,0.113,0.279,0.26,0.641,0.598,0.701,0.785
0,0.286,0.658,0.785,0.485,0.645,0.719,0.646,0.748,0.801,0.785,0.428,0.472
0,0.006,0.658,0.479,0.448,0.452,0.398,0.526,0.423,0.212,0.793,0.63,0.784
0,0.279,0.26,0.598,0.641,0.646,0.658,0.212,0.445,0.645,0.497,0.748,0.801
1,0.448,0.208,0.437,0.13,0.784,0.785,0.006,0.385,0.788,0.645,0.465,0.807
0,0.319,0.23,0.279,0.658,0.195,0.788,0.571,0.264,0.658,0.598,0.13,0.472
0,0.036,0.806,0.385,0.428,0.53,0.26,0.006,0.445,0.658,0.645,0.801,0.145
0,0.254,0.794,0.788,0.145,0.385,0.105,0.785,0.38,0.485,0.658,0.645,0.786
0,0.279,0.26,0.658,0.598,0.786,0.641,0.461,0.324,0.003,0.788,0.006,0.645
1,0.308,0.479,0.645,0.658,0.798,0.801,0.279,0.26,0.598,0.658,0.641,0.184
0,0.006,0.038,0.479,0.658,0.319,0.685,0.036,0.13,0.497,0.392,0.31,0.107
0,0.625,0.796,0.127,0.621,0.784,0.132,0.625,0.743,0.787,0.798,0.38,0.485
1,0.006,0.807,0.773,0.788,0.472,0.038,0.625,0.065,0.169,0.462,0.445,0.151
1,0.721,0.494,0.006,0.324,0.392,0.485,0.31,0.641,0.232,0.151,0.658,0.494
0,0.461,0.248,0.637,0.472,0.149,0.036,0.475,0.479,0.212,0.494,0.065,0.598
1,0.38,0.485,0.646,0.788,0.169,0.49,0.738,0.423,0.56,0.279,0.212,0.205
1,0.034,0.579,0.645,0.658,0.748,0.797,0.743,0.784,0.642,0.212,0.49,0.645
0,0.798,0.445,0.145,0.428,0.788,0.494,0.76,0.479,0.787,0.645,0.485,0.38
0,0.094,0.68,0.56,0.031,0.169,0.658,0.801,0.494,0.113,0.212,0.48,0.398
0,0.807,0.612,0.598,0.485,0.009,0.641,0.184,0.784,0.006,0.788,0.485,0.423
1,0.53,0.248,0.381,0.145,0.788,0.801,0.494,0.785,0.645,0.798,0.801,0.13
0,0.778,0.445,0.637,0.658,0.303,0.598,0.059,0.354,0.671,0.784,0.462,0.472
1,0.806,0.036,0.303,0.497,0.645,0.637,0.658,0.303,0.472,0.598,0.151,0.494
0,0.794,0.637,0.596,0.545,0.127,0.558,0.645,0.786,0.801,0.479,0.303,0.658
1,0.308,0.245,0.645,0.465,0.145,0.373,0.485,0.801,0.145,0.645,0.658,0.72
1,0.658,0.015,0.801,0.784,0.145,0.485,0.798,0.801,0.645,0.479,0.658,0.303
1,0.303,0.785,0.645,0.49,0.797,0.784,0.279,0.26,0.598,0.658,0.641,0.184
0,0.212,0.637,0.121,0.407,0.472,0.635,0.23,0.272,0.186,0.31,0.448,0.144
0,0.149,0.596,0.488,0.423,0.612,0.196,0.227,0.479,0.113,0.195,0.472,0.775
0,0.472,0.497,0.774,0.038,0.299,0.428,0.113,0.598,0.003,0.195,0.645,0.635
0,0.248,0.308,0.465,0.485,0.645,0.785,0.721,0.494,0.006,0.324,0.392,0.485
1,0.721,0.494,0.006,0.324,0.392,0.485,0.308,0.494,0.798,0.184,0.645,0.646
0,0.308,0.479,0.645,0.658,0.798,0.801,0.034,0.579,0.645,0.658,0.748,0.797
0,0.094,0.13,0.445,0.448,0.468,0.637,0.212,0.645,0.062,0.641,0.485,0.248
1,0.701,0.784,0.645,0.497,0.785,0.149,0.227,0.472,0.113,0.302,0.465,0.748
1,0.184,0.784,0.006,0.788,0.485,0.423,0.625,0.637,0.479,0.036,0.149,0.003
1,0.35,0.059,0.62,0.379,0.464,0.43,0.545,0.806,0.472,0.359,0.135,0.16
0,0.094,0.308,0.145,0.132,0.801,0.645,0.807,0.787,0.381,0.181,0.485,0.248
